parameter_id,JAXLA_CSD_022_001
mouse_strain,C57BL
pvalue,0.3608297
gene_symbol,Atrn
parameter_name,Hindlimbs - size
analysis_id,g8ap415jqddz82u
gene_accession_id,MGI:1341628
mouse_life_stage,Early adult
