gene_symbol,Plcb1
parameter_id,IMPC_CSD_078_001
parameter_name,Vocalization
gene_accession_id,MGI:97613
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
analysis_id,fa66l3iplmdh5qo
pvalue,0.7638367
