mouse_life_stage,E15.5
pvalue,0.558451
parameter_name,Total holepokes
gene_accession_id,MGI:2444554
gene_symbol,Mapkap1
mouse_strain,C57BL
parameter_id,JAXLA_HBD_001_001
analysis_id,r52zttt8shtl385
