mouse_strain,C57BL
pvalue,0.2816002
analysis_id,5ns37s27378yr36
gene_symbol,Casq1
parameter_id,IMPC_IMM_032_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1309468
parameter_name,CD8 CD44+CD62L- T cells
