parameter_id,IMPC_ECH_001_001
mouse_life_stage,Early adult
pvalue,0.4349513
gene_symbol,Bach2
parameter_name,End-Systolic Diameter
analysis_id,4q3eint4k86lo1i
mouse_strain,C57BL
gene_accession_id,MGI:894679
