parameter_id,IMPC_EYE_026_001
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,vy9ydiecgv25zz6
gene_symbol,Arnt
pvalue,0.5607623
parameter_name,Retinal Blood Vessels Pattern
gene_accession_id,MGI:88071
