gene_symbol,Hspa5
mouse_strain,C57BL
parameter_id,IMPC_CSD_069_001
analysis_id,9k77w1l2u5dak25
mouse_life_stage,E12.5
parameter_name,Upper teeth appearance
gene_accession_id,MGI:95835
pvalue,0.2982311
