gene_symbol,Cds2
mouse_life_stage,Early adult
pvalue,0.5018254
analysis_id,bcrqh36chiz878z
parameter_id,JAXLA_CSD_039_001
parameter_name,Limb grasp
gene_accession_id,MGI:1332236
mouse_strain,129SV
