gene_symbol,Ahcy
mouse_life_stage,Early adult
parameter_name,Effector NK cells - % of NK cells
analysis_id,ej3o2921mc930en
parameter_id,MGP_MLN_032_001
mouse_strain,C57BL
gene_accession_id,MGI:87968
pvalue,0.7634064
