gene_symbol,Frmpd1
mouse_strain,C57BL
gene_accession_id,MGI:2446274
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_078_001
pvalue,0.1837371
parameter_name,Vocalization
analysis_id,ykgbktw9sso7p4h
