gene_symbol,Steap3
analysis_id,1ins0yuxtimc168
pvalue,0.1739553
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_004_001
gene_accession_id,MGI:1915678
parameter_name,Eyelid morphology
mouse_strain,C57BL
