gene_symbol,Tiprl
gene_accession_id,MGI:1915087
mouse_life_stage,E12.5
pvalue,0.5261098
analysis_id,q6492oex7y02a11
parameter_id,HRWLLA_OFD_011_001
parameter_name,Periphery resting time
mouse_strain,C59BL
