parameter_id,IMPC_CBC_018_001
analysis_id,u6hm8u5x8819810
gene_symbol,Lpgat1
mouse_life_stage,Late adult
gene_accession_id,MGI:2446186
pvalue,0.3021752
parameter_name,Glucose
mouse_strain,C53BL
