parameter_id,IMPC_IMM_025_001
gene_accession_id,MGI:1914515
analysis_id,567tpk8571527ih
pvalue,0.9804582
parameter_name,DN CD25- NKT cells
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Slc39a10
