parameter_id,MGP_BMI_006_001
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
mouse_strain,C57BL
gene_accession_id,MGI:104848
pvalue,0.8554244
gene_symbol,Inpp1
mouse_life_stage,Early adult
analysis_id,e71a0tgt946k4im
