gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
mouse_strain,C57BL
pvalue,0.8753221
parameter_id,MGP_PBI_027_001
mouse_life_stage,E15.5
parameter_name,NK cell number
analysis_id,00u179wb3r14m75
