gene_symbol,Bcs1l
analysis_id,znf6c903l139nju
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_name,Delayed embryonic development
pvalue,0.09421721
gene_accession_id,MGI:1914071
parameter_id,IMPC_GEL_063_001
