parameter_id,IMPC_IMM_034_001
gene_accession_id,MGI:1914071
gene_symbol,Bcs1l
mouse_strain,C57BL
mouse_life_stage,E12.5
pvalue,0.7227669
parameter_name,CD8 CD44-CD62L+ T cells
analysis_id,65pxd0udw9m546a
