gene_symbol,Ola1
parameter_name,Narrow eye opening
mouse_life_stage,E18.5
analysis_id,6x1r9339961797k
pvalue,0.6828707
parameter_id,IMPC_EYE_006_001
gene_accession_id,MGI:1914309
mouse_strain,C57BL
