parameter_name,Prepulse inhibition - PP2
mouse_strain,C57BL
gene_symbol,Alkbh3
parameter_id,ESLIM_011_001_702
analysis_id,l18165cgi1g6459
gene_accession_id,MGI:1916363
mouse_life_stage,Early adult
pvalue,0.4804905
