parameter_name,12kHz-evoked ABR Threshold
mouse_strain,C57BL
pvalue,0.5410637
parameter_id,IMPC_ABR_006_001
gene_accession_id,MGI:2443129
analysis_id,ej0jt2nj8le2u2c
mouse_life_stage,Early adult
gene_symbol,Golm2
