gene_symbol,Mms22l
gene_accession_id,MGI:2684980
mouse_strain,C57BL
analysis_id,sb572ru5z2k6430
parameter_id,JAXLA_OFD_017_001
mouse_life_stage,Early adult
pvalue,0.8073078
parameter_name,Center average speed
