gene_symbol,Extl1
parameter_id,IMPC_IMM_032_001
mouse_strain,C57BL
parameter_name,CD8 CD44+CD62L- T cells
pvalue,0.8500508
gene_accession_id,MGI:1888742
mouse_life_stage,Early adult
analysis_id,xe5a15501lzx6rc
