gene_symbol,Frmpd1
parameter_name,Cornea
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446274
mouse_strain,C57BL
parameter_id,IMPC_EYE_007_001
pvalue,0.1974468
analysis_id,50z01563q25i402
