parameter_name,Startle response
parameter_id,HMGULA_SHI_009_001
gene_symbol,Golm2
gene_accession_id,MGI:2443129
pvalue,0.5075402
mouse_strain,C57BL
analysis_id,8p6gx0a46609kv1
mouse_life_stage,Early adult
