parameter_id,MGP_CSD_030_001
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.729181
gene_accession_id,MGI:2441730
analysis_id,u68h9r04up9f9v9
parameter_name,Limb coat/hair presence
gene_symbol,Tbl1xr1
