gene_symbol,Frmpd1
parameter_name,Dark side time spent
gene_accession_id,MGI:2446274
pvalue,0.5527811
analysis_id,69nr8cwk81746ij
mouse_life_stage,Late adult
parameter_id,JAX_LDT_004_001
mouse_strain,C57BL
