parameter_id,JAXLA_OFD_020_001
analysis_id,30n1iqh478989i7
parameter_name,Distance travelled - total
gene_accession_id,MGI:1921688
pvalue,0.200356
gene_symbol,Clvs1
mouse_life_stage,Early adult
mouse_strain,C57BL
