gene_symbol,Sass6
gene_accession_id,MGI:1920026
pvalue,0.4429485
mouse_life_stage,E12.5
parameter_id,MGP_IMM_048_001
parameter_name,Follicular B cells - % of B2 cells
mouse_strain,C57BL
analysis_id,1543zoi51jc29vs
