parameter_name,Prepulse inhibition - PP3
gene_accession_id,MGI:99501
analysis_id,8w2x2nh767v0thc
pvalue,0.7331384
gene_symbol,Fgb
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,ESLIM_011_001_703
