mouse_strain,129SV
gene_symbol,Inpp1
gene_accession_id,MGI:104848
parameter_id,IMPC_IMM_004_002
pvalue,0.2551997
parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
mouse_life_stage,Early adult
analysis_id,m4wldha15a493t5
