parameter_id,IMPC_HEM_036_001
mouse_life_stage,Early adult
pvalue,0.1708536
gene_accession_id,MGI:88328
parameter_name,Eosinophil cell count
analysis_id,4947w97yev35d86
mouse_strain,C57BL
gene_symbol,Tnfsf8
