gene_symbol,Hspa5
mouse_strain,C57BL
analysis_id,a6p041em9gfewah
mouse_life_stage,E9.5
gene_accession_id,MGI:95835
parameter_id,JAX_OFD_022_001
parameter_name,Percentage center time
pvalue,0.4129648
