parameter_id,JAXLA_CSD_022_001
pvalue,0.7200449
gene_symbol,Morn5
mouse_life_stage,Early adult
parameter_name,Hindlimbs - size
analysis_id,74dbu95x949xuen
gene_accession_id,MGI:1922745
mouse_strain,C57BL
