gene_symbol,Snrpb2
pvalue,0.7648687
mouse_strain,C57BL
parameter_id,HRWLLA_CBC_014_001
gene_accession_id,MGI:104805
parameter_name,Alkaline phosphatase
analysis_id,9wz1l3s932knu5d
mouse_life_stage,Early adult
