mouse_strain,129SV
analysis_id,7m3i12we2ox6ia5
parameter_id,MGP_MLN_032_001
gene_symbol,Inpp1
gene_accession_id,MGI:104848
parameter_name,Effector NK cells - % of NK cells
mouse_life_stage,Early adult
pvalue,0.2596885
