parameter_id,IMPC_CSD_008_001
parameter_name,Coat - color pattern - back
gene_symbol,Ift74
mouse_life_stage,Early adult
analysis_id,pyrd37aqkv0u7t8
gene_accession_id,MGI:1914944
mouse_strain,C57BL
pvalue,0.1064973
