parameter_id,MGP_CSD_066_001
mouse_strain,C57BL
mouse_life_stage,E12.5
pvalue,0.5858083
gene_accession_id,MGI:97838
analysis_id,n7mu87nw7tf7661
parameter_name,Snout morphology
gene_symbol,Eprs1
