parameter_name,BMC/Body weight
analysis_id,011u5z052kaf35y
mouse_life_stage,E9.5
pvalue,0.1634105
gene_symbol,Hspa5
parameter_id,HRWLLA_DXA_007_001
mouse_strain,C57BL
gene_accession_id,MGI:95835
