gene_symbol,Lpgat1
analysis_id,h7937oq2j8i8975
gene_accession_id,MGI:2446186
mouse_strain,C57BL
parameter_name,Caudal processes
mouse_life_stage,E18.5
parameter_id,IMPC_XRY_067_001
pvalue,0.1080694
