mouse_strain,C57BL
gene_accession_id,MGI:96545
parameter_name,CD8+ KLRG1+ alpha beta T cell number
mouse_life_stage,Early adult
pvalue,0.2970726
gene_symbol,Il1r1
analysis_id,zktk74px0ish8pi
parameter_id,MGP_PBI_033_001
