gene_symbol,Cdin1
parameter_id,IMPC_XRY_033_001
pvalue,0.5799819
gene_accession_id,MGI:3026886
parameter_name,Tibia length
mouse_strain,C57BL
analysis_id,4g5w4h61tw6i80o
mouse_life_stage,E9.5
