gene_symbol,Bmi1
pvalue,0.1683876
gene_accession_id,MGI:88174
mouse_strain,C57BL
parameter_name,Calcium
parameter_id,HMGULA_CBC_009_001
analysis_id,426o0939qox6huy
mouse_life_stage,Early adult
