parameter_id,JAX_SLW_013_001
mouse_strain,C57BL
pvalue,0.7867175
gene_accession_id,MGI:109384
gene_symbol,Atf3
parameter_name,Breath rate during sleep mean
mouse_life_stage,Early adult
analysis_id,843axrmfk9dqwlr
