parameter_id,IMPC_IPG_012_001
parameter_name,Area under glucose response curve
gene_symbol,Snap23
analysis_id,724z699b4z19i26
mouse_strain,C57BL
gene_accession_id,MGI:109356
mouse_life_stage,Late adult
pvalue,0.56724
