parameter_id,IMPC_IPG_010_001
pvalue,0.9022013
gene_symbol,Lcn2
analysis_id,0lu39nocm901o20
mouse_life_stage,Early adult
mouse_strain,C52BL
gene_accession_id,MGI:96757
parameter_name,Fasted blood glucose concentration
