parameter_id,IMPC_IMM_069_001
pvalue,0.6089831
gene_symbol,Ivd
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1929242
analysis_id,496280c4nb50x22
parameter_name,Transitional B Cells (CD21/35 low)
