parameter_id,MGP_IMM_131_001
pvalue,0.9488092
mouse_life_stage,Early adult
parameter_name,CD103+ CD11b-low cDC - % of CD45+
analysis_id,108qhu04pp06s42
mouse_strain,C57BL
gene_accession_id,MGI:2441730
gene_symbol,Tbl1xr1
