gene_symbol,Extl1
parameter_name,% Freezing duration pre-cue-2
parameter_id,ICS_FEA_019_001
analysis_id,oubm96xo2o5021u
pvalue,0.8787001
mouse_strain,C57BL
gene_accession_id,MGI:1888742
mouse_life_stage,Early adult
