gene_symbol,Mapkap1
pvalue,0.9942892
mouse_life_stage,E12.5
parameter_name,UIBC (unsaturated iron binding capacity)
analysis_id,pz798pc4100d2t3
gene_accession_id,MGI:2444554
parameter_id,IMPC_CBC_024_001
mouse_strain,C57BL
