mouse_strain,C57BL
gene_accession_id,MGI:1328306
parameter_id,IMPC_IPG_010_001
pvalue,0.3323039
parameter_name,Fasted blood glucose concentration
mouse_life_stage,E9.5
gene_symbol,Orc2
analysis_id,41ye2o482qfd376
