mouse_life_stage,Early adult
pvalue,0.5414423
gene_accession_id,MGI:88479
gene_symbol,Cpa3
mouse_strain,C57BL
analysis_id,2v0qxh7ocl4c445
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
parameter_id,MGP_IMM_094_001
