parameter_id,M-G-P_008_001_013
gene_accession_id,MGI:1913483
gene_symbol,Dmap1
pvalue,0.5332505
analysis_id,v260o42xfa36u4g
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Startle Response
