gene_symbol,Bcs1l
parameter_name,Periphery distance travelled
pvalue,0.7144094
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_accession_id,MGI:1914071
parameter_id,JAX_OFD_010_001
analysis_id,e40g6jd7nw64rqo
