parameter_id,IMPC_GEL_006_001
mouse_life_stage,Early adult
pvalue,0.3943228
gene_symbol,Etfdh
parameter_name,Pericardium Morphology
mouse_strain,C57BL
gene_accession_id,MGI:106100
analysis_id,wow2j8ztl893tuz
