mouse_life_stage,E18.5
parameter_name,KLRG1+ gd T cells - % of CD45+
parameter_id,MGP_IMM_089_001
gene_symbol,Nanp
mouse_strain,C57BL
analysis_id,iimz2vy86k331a9
gene_accession_id,MGI:1914561
pvalue,0.6907856
