parameter_id,IMPC_ACS_035_001
parameter_name,% Pre-pulse inhibition - PPI3
pvalue,0.9632753
gene_symbol,Nanp
analysis_id,8465ic2lf493y0q
gene_accession_id,MGI:1914561
mouse_life_stage,E18.5
mouse_strain,C57BL
