parameter_id,HMGULA_CBC_016_001
gene_accession_id,MGI:1918025
mouse_strain,C55BL
pvalue,0.7949572
gene_symbol,Zmynd8
analysis_id,7oq0889lzk1lr4m
mouse_life_stage,Early adult
parameter_name,HDL-cholesterol
