parameter_id,IMPC_GEL_060_001
gene_symbol,TOPORSL
parameter_name,Neural tube morphology
pvalue,0.5392639
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1915524
analysis_id,b1iyszq7xh16q02
