gene_symbol,Tbl1xr1
mouse_strain,C57BL
parameter_name,White blood cell-count
gene_accession_id,MGI:2441730
analysis_id,8wgpm2ir31g6p38
parameter_id,M-G-P_016_001_001
pvalue,0.1435403
mouse_life_stage,Late adult
