gene_symbol,Ddx27
parameter_id,ESLIM_016_001_002
analysis_id,h5m753qm2yavm42
gene_accession_id,MGI:2385884
parameter_name,Red blood cell count
pvalue,0.7888255
mouse_life_stage,Early adult
mouse_strain,129SV
