gene_symbol,Zyg11b
parameter_id,IMPC_EYE_059_001
mouse_strain,C57BL
gene_accession_id,MGI:2685277
parameter_name,Mean right eye lens density
mouse_life_stage,E18.5
analysis_id,o53m40s8tcgj345
pvalue,0.4645717
