gene_symbol,Dnajc6
parameter_name,MZB (CD21/35 high)
gene_accession_id,MGI:1919935
analysis_id,v1n4598zwiuq127
mouse_strain,C52BL
pvalue,0.6759795
parameter_id,IMPC_IMM_071_001
mouse_life_stage,Early adult
