gene_symbol,Mapkap1
mouse_strain,C57BL
pvalue,0.3676724
mouse_life_stage,E12.5
gene_accession_id,MGI:2444554
parameter_id,MGP_IMM_130_001
parameter_name,CD11b-low cDC - % of CD45+
analysis_id,txvq5gkkt9216os
